STATE/UT,YEAR,CAUSE,CASES,MALE INJURED,FEMALE INJURED,TOTAL INJURED,MALE KILLED,FEMALE KILLED,TOTAL KILLED
MAHARASHTRA,2011,TOTAL COLLAPSE,252,39,15,54,172,64,236
MAHARASHTRA,2011,TOTAL DROWNING,4926,53,34,87,3670,1279,4949
MAHARASHTRA,2011,TOTAL EXPLOSION,12,117,6,123,35,1,36
MAHARASHTRA,2011,TOTAL FALLS,3625,1119,283,1402,1881,354,2235
MAHARASHTRA,2011,TOTAL FIRE,7592,702,1356,2058,1523,4089,5612
MAHARASHTRA,2011,TOTAL SUDDEN DEATHS,14230,3128,1854,4982,7702,1557,9259
MAHARASHTRA,2011,TOTAL POISONING,10135,4292,3637,7929,1540,853,2393
MAHARASHTRA,2011,TOTAL TRAFFIC ACCIDENTS,55757,40273,8726,48999,16291,2413,18704
MAHARASHTRA,2012,AIR-CRASH,0,0,0,0,0,0,0
MAHARASHTRA,2012,COLLAPSE OF STRUCTURE(HOUSE),93,19,9,28,55,25,80
MAHARASHTRA,2012,COLLAPSE OF STRUCTURE(BUILDING),43,21,9,30,33,3,36
MAHARASHTRA,2012,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MAHARASHTRA,2012,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MAHARASHTRA,2012,COLLAPSE OF STRUCTURE(OTHERS),301,160,41,201,83,21,104
MAHARASHTRA,2012,DROWNING (BOAT CAPSIZE),19,0,0,0,17,3,20
MAHARASHTRA,2012,DROWNING(OTHER CASES),4711,81,66,147,3538,1144,4682
MAHARASHTRA,2012,ELECTROCUTION,1456,181,65,246,1023,212,1235
MAHARASHTRA,2012,EXPLOSION (BOMB EXPLOSION),2,1,0,1,1,0,1
MAHARASHTRA,2012,EXPLOSION(OTHER EXPLOSION LIKE BOIL,22,28,4,32,18,5,23
MAHARASHTRA,2012,FALLS (FALL FROM HEIGHT),2454,338,99,437,1789,230,2019
MAHARASHTRA,2012,FALL INTO PIT/MANHOLE,1150,564,164,728,347,82,429
MAHARASHTRA,2012,FACTORY/MACHINE ACCIDENTS,450,304,33,337,117,5,122
MAHARASHTRA,2012,FIRE (FIREWORKS/CRACKERS),27,15,9,24,2,3,5
MAHARASHTRA,2012,FIRE (SHORT-CIRCUIT),200,35,14,49,129,25,154
MAHARASHTRA,2012,GAS CYLINDER/STOVE BURST,453,20,20,40,90,344,434
MAHARASHTRA,2012,OTHER FIRE ACCIDENTS,6143,628,1231,1859,1075,3267,4342
MAHARASHTRA,2012,FIRE-ARMS,5,1,0,1,4,0,4
MAHARASHTRA,2012,SUDDEN DEATHS(HEART ATTACKS),10684,2494,1735,4229,5566,900,6466
MAHARASHTRA,2012,EPILEPTIC FITS/GIDDINESS,1843,181,80,261,1249,334,1583
MAHARASHTRA,2012,ABORTIONS/CHILD BIRTH,475,0,23,23,0,452,452
MAHARASHTRA,2012,INFLUENCE OF ALCOHOL,1897,370,13,383,1492,22,1514
MAHARASHTRA,2012,KILLED BY ANIMALS,258,99,36,135,109,19,128
MAHARASHTRA,2012,MINES OR QUARY DISASTER,17,3,0,3,17,1,18
MAHARASHTRA,2012,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,3514,1492,1165,2657,620,282,902
MAHARASHTRA,2012,SPURIOUS/POISIONOUS LIQUOR,22,0,0,0,14,8,22
MAHARASHTRA,2012,LEAKAGE OF POISINOUS GASES ETC.,3,0,0,0,3,1,4
MAHARASHTRA,2012,SNAKE BITE/ANIMAL BITE,5739,2575,2110,4685,631,444,1075
MAHARASHTRA,2012,OTHER,1236,470,357,827,317,122,439
MAHARASHTRA,2012,STAMPEDE,1,0,0,0,1,0,1
MAHARASHTRA,2012,SUFFOCATION,90,6,1,7,54,31,85
MAHARASHTRA,2012,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),45247,35071,8687,43758,12120,1816,13936
MAHARASHTRA,2012,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,38,0,0,0,32,6,38
MAHARASHTRA,2012,OTHER RAILWAY ACCIDENTS,8564,2982,470,3452,4574,544,5118
MAHARASHTRA,2012,OTHER CAUSES (PLEASE SPECIFY),21251,4111,1621,5732,12154,3466,15620
MAHARASHTRA,2012,CAUSES NOT KNOWN,631,1,2,3,501,122,623
MAHARASHTRA,2012,TOTAL,119039,52251,18064,70315,47775,13939,61714
MAHARASHTRA,2012,TOTAL COLLAPSE,437,200,59,259,171,49,220
MAHARASHTRA,2012,TOTAL DROWNING,4730,81,66,147,3555,1147,4702
MAHARASHTRA,2012,TOTAL EXPLOSION,24,29,4,33,19,5,24
MAHARASHTRA,2012,TOTAL FALLS,3604,902,263,1165,2136,312,2448
MAHARASHTRA,2012,TOTAL FIRE,6823,698,1274,1972,1296,3639,4935
MAHARASHTRA,2012,TOTAL SUDDEN DEATHS,14899,3045,1851,4896,8307,1708,10015
MAHARASHTRA,2012,TOTAL POISONING,10514,4537,3632,8169,1585,857,2442
MAHARASHTRA,2012,TOTAL TRAFFIC ACCIDENTS,53849,38053,9157,47210,16726,2366,19092
MANIPUR,2001,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2001,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
MANIPUR,2001,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
MANIPUR,2001,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MANIPUR,2001,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MANIPUR,2001,COLLAPSE OF STRUCTURE(OTHERS),4,0,1,1,3,1,4
MANIPUR,2001,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
MANIPUR,2001,DROWNING(OTHER CASES),6,0,0,0,5,1,6
MANIPUR,2001,ELECTROCUTION,15,0,0,0,14,1,15
MANIPUR,2001,EXPLOSION (BOMB EXPLOSION),12,9,0,9,2,0,2
MANIPUR,2001,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
MANIPUR,2001,FALLS (FALL FROM HEIGHT),4,0,0,0,4,0,4
MANIPUR,2001,FALL INTO PIT/MANHOLE,1,0,0,0,1,0,1
MANIPUR,2001,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2001,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2001,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2001,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
MANIPUR,2001,OTHER FIRE ACCIDENTS,6,3,1,4,1,2,3
MANIPUR,2001,FIRE-ARMS,1,0,0,0,1,0,1
MANIPUR,2001,SUDDEN DEATHS(HEART ATTACKS),9,0,0,0,9,0,9
MANIPUR,2001,EPILEPTIC FITS/GIDDINESS,0,0,0,0,0,0,0
MANIPUR,2001,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2001,INFLUENCE OF ALCOHOL,0,0,0,0,0,0,0
MANIPUR,2001,KILLED BY ANIMALS,1,0,0,0,1,0,1
MANIPUR,2001,MINES OR QUARY DISASTER,2,0,0,0,2,0,2
MANIPUR,2001,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
MANIPUR,2001,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2001,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2001,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2001,OTHER,3,0,0,0,3,0,3
MANIPUR,2001,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2001,SUFFOCATION,0,0,0,0,0,0,0
MANIPUR,2001,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),410,633,209,842,71,17,88
MANIPUR,2001,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
MANIPUR,2001,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2001,OTHER CAUSES (PLEASE SPECIFY),3,0,0,0,4,0,4
MANIPUR,2001,CAUSES NOT KNOWN,31,0,0,0,30,1,31
MANIPUR,2001,TOTAL,508,645,211,856,151,23,174
MANIPUR,2001,TOTAL COLLAPSE,4,0,1,1,3,1,4
MANIPUR,2001,TOTAL DROWNING,6,0,0,0,5,1,6
MANIPUR,2001,TOTAL EXPLOSION,12,9,0,9,2,0,2
MANIPUR,2001,TOTAL FALLS,5,0,0,0,5,0,5
MANIPUR,2001,TOTAL FIRE,6,3,1,4,1,2,3
MANIPUR,2001,TOTAL SUDDEN DEATHS,9,0,0,0,9,0,9
MANIPUR,2001,TOTAL POISONING,3,0,0,0,3,0,3
MANIPUR,2001,TOTAL TRAFFIC ACCIDENTS,410,633,209,842,71,17,88
MANIPUR,2002,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2002,COLLAPSE OF STRUCTURE (HOUSE),0,0,0,0,0,0,0
MANIPUR,2002,COLLAPSE OF STRUCTURE (BUILDING),0,0,0,0,0,0,0
MANIPUR,2002,COLLAPSE OF STRUCTURE (DAM),0,0,0,0,0,0,0
MANIPUR,2002,COLLAPSE OF STRUCTURE (BRIDGE),0,0,0,0,0,0,0
MANIPUR,2002,COLLAPSE OF STRUCTURE (OTHERS),2,0,0,0,1,1,2
MANIPUR,2002,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
MANIPUR,2002,DROWNING (OTHER CASES),11,0,0,0,10,1,11
MANIPUR,2002,ELECTROCUTION,5,0,0,0,6,0,6
MANIPUR,2002,EXPLOSION (BOMB EXPLOSION),2,8,0,8,3,1,4
MANIPUR,2002,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS, GAS CYLINDER ETC.)",0,0,0,0,0,0,0
MANIPUR,2002,FALLS (FALL FROM HEIGHT),1,0,0,0,1,0,1
MANIPUR,2002,FALL INTO PIT/MANHOLE,2,0,0,0,2,0,2
MANIPUR,2002,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2002,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2002,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2002,GAS CYLINDER/STOVE BURST,1,0,0,0,1,0,1
MANIPUR,2002,OTHER FIRE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2002,FIRE-ARMS,6,0,0,0,6,0,6
MANIPUR,2002,SUDDEN DEATHS(HEART ATTACKS),9,0,0,0,8,1,9
MANIPUR,2002,EPILEPTIC FITS/GIDDINESS,2,0,0,0,1,1,2
MANIPUR,2002,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2002,INFLUENCE OF ALCOHOL,2,0,0,0,2,0,2
MANIPUR,2002,KILLED BY ANIMALS,0,0,0,0,0,0,0
MANIPUR,2002,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
MANIPUR,2002,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
MANIPUR,2002,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2002,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2002,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2002,OTHER,5,0,0,0,5,0,5
MANIPUR,2002,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2002,SUFFOCATION,1,0,0,0,1,0,1
MANIPUR,2002,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),520,723,183,906,92,28,120
MANIPUR,2002,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
MANIPUR,2002,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2002,OTHER CAUSES (PLEASE SPECIFY),10,0,0,0,9,1,10
MANIPUR,2002,CAUSES NOT KNOWN,48,0,0,0,42,6,48
MANIPUR,2002,TOTAL,627,731,183,914,190,40,230
MANIPUR,2002,TOTAL COLLAPSE,2,0,0,0,1,1,2
MANIPUR,2002,TOTAL DROWNING,11,0,0,0,10,1,11
MANIPUR,2002,TOTAL EXPLOSION,2,8,0,8,3,1,4
MANIPUR,2002,TOTAL FALLS,3,0,0,0,3,0,3
MANIPUR,2002,TOTAL FIRE,1,0,0,0,1,0,1
MANIPUR,2002,TOTAL SUDDEN DEATHS,13,0,0,0,11,2,13
MANIPUR,2002,TOTAL POISONING,5,0,0,0,5,0,5
MANIPUR,2002,TOTAL TRAFFIC ACCIDENTS,520,723,183,906,92,28,120
MANIPUR,2003,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2003,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
MANIPUR,2003,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
MANIPUR,2003,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MANIPUR,2003,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MANIPUR,2003,COLLAPSE OF STRUCTURE(OTHERS),0,0,0,0,0,0,0
MANIPUR,2003,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
MANIPUR,2003,DROWNING(OTHER CASES),15,0,0,0,14,1,15
MANIPUR,2003,ELECTROCUTION,5,5,0,5,3,2,5
MANIPUR,2003,EXPLOSION (BOMB EXPLOSION),7,12,7,19,4,4,8
MANIPUR,2003,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",1,0,0,0,1,0,1
MANIPUR,2003,FALLS (FALL FROM HEIGHT),4,0,0,0,4,0,4
MANIPUR,2003,FALL INTO PIT/MANHOLE,1,0,0,0,1,0,1
MANIPUR,2003,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2003,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2003,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2003,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
MANIPUR,2003,OTHER FIRE ACCIDENTS,1,0,0,0,1,0,1
MANIPUR,2003,FIRE-ARMS,1,0,0,0,1,0,1
MANIPUR,2003,SUDDEN DEATHS(HEART ATTACKS),8,0,0,0,7,1,8
MANIPUR,2003,EPILEPTIC FITS/GIDDINESS,1,0,0,0,1,0,1
MANIPUR,2003,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2003,INFLUENCE OF ALCOHOL,0,0,0,0,0,0,0
MANIPUR,2003,KILLED BY ANIMALS,0,0,0,0,0,0,0
MANIPUR,2003,MINES OR QUARY DISASTER,1,0,0,0,1,0,1
MANIPUR,2003,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
MANIPUR,2003,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2003,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2003,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2003,OTHER,7,0,0,0,7,0,7
MANIPUR,2003,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2003,SUFFOCATION,1,0,0,0,1,0,1
MANIPUR,2003,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),523,810,201,1011,100,24,124
MANIPUR,2003,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
MANIPUR,2003,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2003,OTHER CAUSES (PLEASE SPECIFY),9,0,0,0,9,0,9
MANIPUR,2003,CAUSES NOT KNOWN,31,0,0,0,29,2,31
MANIPUR,2003,TOTAL,616,827,208,1035,184,34,218
MANIPUR,2003,TOTAL COLLAPSE,0,0,0,0,0,0,0
MANIPUR,2003,TOTAL DROWNING,15,0,0,0,14,1,15
MANIPUR,2003,TOTAL EXPLOSION,8,12,7,19,5,4,9
MANIPUR,2003,TOTAL FALLS,5,0,0,0,5,0,5
MANIPUR,2003,TOTAL FIRE,1,0,0,0,1,0,1
MANIPUR,2003,TOTAL SUDDEN DEATHS,9,0,0,0,8,1,9
MANIPUR,2003,TOTAL POISONING,7,0,0,0,7,0,7
MANIPUR,2003,TOTAL TRAFFIC ACCIDENTS,523,810,201,1011,100,24,124
MANIPUR,2004,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2004,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
MANIPUR,2004,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
MANIPUR,2004,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MANIPUR,2004,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MANIPUR,2004,COLLAPSE OF STRUCTURE(OTHERS),1,0,0,0,1,0,1
MANIPUR,2004,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
MANIPUR,2004,DROWNING(OTHER CASES),16,0,0,0,14,2,16
MANIPUR,2004,ELECTROCUTION,10,0,0,0,10,1,11
MANIPUR,2004,EXPLOSION (BOMB EXPLOSION),3,2,1,3,4,0,4
MANIPUR,2004,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
MANIPUR,2004,FALLS (FALL FROM HEIGHT),2,0,0,0,2,0,2
MANIPUR,2004,FALL INTO PIT/MANHOLE,0,0,0,0,0,0,0
MANIPUR,2004,FACTORY/MACHINE ACCIDENTS,2,0,0,0,2,0,2
MANIPUR,2004,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2004,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2004,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
MANIPUR,2004,OTHER FIRE ACCIDENTS,3,0,0,0,0,3,3
MANIPUR,2004,FIRE-ARMS,1,1,0,1,1,0,1
MANIPUR,2004,SUDDEN DEATHS(HEART ATTACKS),10,0,0,0,9,1,10
MANIPUR,2004,EPILEPTIC FITS/GIDDINESS,0,0,0,0,0,0,0
MANIPUR,2004,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2004,INFLUENCE OF ALCOHOL,0,0,0,0,0,0,0
MANIPUR,2004,KILLED BY ANIMALS,0,0,0,0,0,0,0
MANIPUR,2004,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
MANIPUR,2004,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
MANIPUR,2004,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2004,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2004,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2004,OTHER,15,0,0,0,14,1,15
MANIPUR,2004,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2004,SUFFOCATION,0,0,0,0,0,0,0
MANIPUR,2004,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),468,755,315,1070,102,17,119
MANIPUR,2004,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
MANIPUR,2004,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2004,OTHER CAUSES (PLEASE SPECIFY),1,0,0,0,1,0,1
MANIPUR,2004,CAUSES NOT KNOWN,27,0,0,0,26,1,27
MANIPUR,2004,TOTAL,559,758,316,1074,186,26,212
MANIPUR,2004,TOTAL COLLAPSE,1,0,0,0,1,0,1
MANIPUR,2004,TOTAL DROWNING,16,0,0,0,14,2,16
MANIPUR,2004,TOTAL EXPLOSION,3,2,1,3,4,0,4
MANIPUR,2004,TOTAL FALLS,2,0,0,0,2,0,2
MANIPUR,2004,TOTAL FIRE,3,0,0,0,0,3,3
MANIPUR,2004,TOTAL SUDDEN DEATHS,10,0,0,0,9,1,10
MANIPUR,2004,TOTAL POISONING,15,0,0,0,14,1,15
MANIPUR,2004,TOTAL TRAFFIC ACCIDENTS,468,755,315,1070,102,17,119
MANIPUR,2005,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2005,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
MANIPUR,2005,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
MANIPUR,2005,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MANIPUR,2005,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MANIPUR,2005,COLLAPSE OF STRUCTURE(OTHERS),0,0,0,0,0,0,0
MANIPUR,2005,DROWNING (BOAT CAPSIZE),0,0,0,0,0,0,0
MANIPUR,2005,DROWNING(OTHER CASES),6,0,0,0,6,3,9
MANIPUR,2005,ELECTROCUTION,10,0,0,0,10,0,10
MANIPUR,2005,EXPLOSION (BOMB EXPLOSION),80,93,21,114,21,3,24
MANIPUR,2005,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
MANIPUR,2005,FALLS (FALL FROM HEIGHT),2,0,0,0,2,0,2
MANIPUR,2005,FALL INTO PIT/MANHOLE,0,0,0,0,0,0,0
MANIPUR,2005,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2005,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2005,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2005,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
MANIPUR,2005,OTHER FIRE ACCIDENTS,2,0,0,0,2,1,3
MANIPUR,2005,FIRE-ARMS,2,0,0,0,2,0,2
MANIPUR,2005,SUDDEN DEATHS(HEART ATTACKS),16,0,0,0,16,0,16
MANIPUR,2005,EPILEPTIC FITS/GIDDINESS,1,0,0,0,1,0,1
MANIPUR,2005,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2005,INFLUENCE OF ALCOHOL,0,0,0,0,0,0,0
MANIPUR,2005,KILLED BY ANIMALS,0,0,0,0,0,0,0
MANIPUR,2005,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
MANIPUR,2005,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,1,0,0,0,0,1,1
MANIPUR,2005,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2005,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2005,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2005,OTHER,2,0,0,0,2,0,2
MANIPUR,2005,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2005,SUFFOCATION,1,0,0,0,3,1,4
MANIPUR,2005,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),600,953,382,1335,109,29,138
MANIPUR,2005,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
MANIPUR,2005,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2005,OTHER CAUSES (PLEASE SPECIFY),12,0,0,0,11,1,12
MANIPUR,2005,CAUSES NOT KNOWN,32,0,0,0,31,2,33
MANIPUR,2005,TOTAL,767,1046,403,1449,216,41,257
MANIPUR,2005,TOTAL COLLAPSE,0,0,0,0,0,0,0
MANIPUR,2005,TOTAL DROWNING,6,0,0,0,6,3,9
MANIPUR,2005,TOTAL EXPLOSION,80,93,21,114,21,3,24
MANIPUR,2005,TOTAL FALLS,2,0,0,0,2,0,2
MANIPUR,2005,TOTAL FIRE,2,0,0,0,2,1,3
MANIPUR,2005,TOTAL SUDDEN DEATHS,17,0,0,0,17,0,17
MANIPUR,2005,TOTAL POISONING,3,0,0,0,2,1,3
MANIPUR,2005,TOTAL TRAFFIC ACCIDENTS,600,953,382,1335,109,29,138
MANIPUR,2006,AIR-CRASH,0,0,0,0,0,0,0
MANIPUR,2006,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
MANIPUR,2006,COLLAPSE OF STRUCTURE(BUILDING),1,16,0,16,7,0,7
MANIPUR,2006,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
MANIPUR,2006,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
MANIPUR,2006,COLLAPSE OF STRUCTURE(OTHERS),0,0,0,0,0,0,0
MANIPUR,2006,DROWNING (BOAT CAPSIZE),1,0,0,0,4,0,4
MANIPUR,2006,DROWNING(OTHER CASES),5,0,0,0,6,0,6
MANIPUR,2006,ELECTROCUTION,4,0,0,0,4,0,4
MANIPUR,2006,EXPLOSION (BOMB EXPLOSION),24,38,36,74,14,2,16
MANIPUR,2006,EXPLOSION(OTHER EXPLOSION LIKE BOIL,0,0,0,0,0,0,0
MANIPUR,2006,FALLS (FALL FROM HEIGHT),2,0,0,0,2,0,2
MANIPUR,2006,FALL INTO PIT/MANHOLE,1,0,0,0,1,0,1
MANIPUR,2006,FACTORY/MACHINE ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2006,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
MANIPUR,2006,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
MANIPUR,2006,GAS CYLINDER/STOVE BURST,0,0,0,0,0,0,0
MANIPUR,2006,OTHER FIRE ACCIDENTS,3,1,1,2,1,2,3
MANIPUR,2006,FIRE-ARMS,5,0,0,0,5,0,5
MANIPUR,2006,SUDDEN DEATHS(HEART ATTACKS),8,0,0,0,7,1,8
MANIPUR,2006,EPILEPTIC FITS/GIDDINESS,0,0,0,0,0,0,0
MANIPUR,2006,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
MANIPUR,2006,INFLUENCE OF ALCOHOL,2,1,0,1,2,0,2
MANIPUR,2006,KILLED BY ANIMALS,0,0,0,0,0,0,0
MANIPUR,2006,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
MANIPUR,2006,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,0,0,0,0,0
MANIPUR,2006,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
MANIPUR,2006,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
MANIPUR,2006,SNAKE BITE/ANIMAL BITE,0,0,0,0,0,0,0
MANIPUR,2006,OTHER,3,0,0,0,3,1,4
MANIPUR,2006,STAMPEDE,0,0,0,0,0,0,0
MANIPUR,2006,SUFFOCATION,1,0,0,0,1,0,1
MANIPUR,2006,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),521,801,219,1020,118,39,157
MANIPUR,2006,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,0,0,0,0,0,0,0
MANIPUR,2006,OTHER RAILWAY ACCIDENTS,0,0,0,0,0,0,0
MANIPUR,2006,OTHER CAUSES (PLEASE SPECIFY),2,0,0,0,1,1,2
MANIPUR,2006,CAUSES NOT KNOWN,26,0,0,0,25,1,26
MANIPUR,2006,TOTAL,609,857,256,1113,201,47,248
MANIPUR,2006,TOTAL COLLAPSE,1,16,0,16,7,0,7
MANIPUR,2006,TOTAL DROWNING,6,0,0,0,10,0,10
MANIPUR,2006,TOTAL EXPLOSION,24,38,36,74,14,2,16
MANIPUR,2006,TOTAL FALLS,3,0,0,0,3,0,3
MANIPUR,2006,TOTAL FIRE,3,1,1,2,1,2,3
